op_unique_carrier,fl_date,arr_delay
G7,2019-10-18,2070
G7,2019-10-19,-222
G7,2019-10-20,1640
G7,2019-10-21,1677
G7,2019-10-22,698
G7,2019-10-23,-1872
G7,2019-10-24,-2304
G7,2019-10-25,127
G7,2019-10-26,-796
G7,2019-10-27,3574
G7,2019-10-28,1151
G7,2019-10-29,4214
G7,2019-10-30,3275
G7,2019-10-31,10882
G7,2019-11-01,2412
G7,2019-11-02,3374
G7,2019-11-03,192
G7,2019-11-04,88
G7,2019-11-05,-1981
G7,2019-11-06,1225
G7,2019-11-07,-766
G7,2019-11-08,1173
G7,2019-11-09,-1859
G7,2019-11-10,-1435
G7,2019-11-11,21549
G7,2019-11-12,12480
G7,2019-11-13,5392
G7,2019-11-14,5104
G7,2019-11-15,2231
G7,2019-11-16,1497
G7,2019-11-17,-373
G7,2019-11-18,631
G7,2019-11-19,-489
G7,2019-11-20,-1146
G7,2019-11-21,8250
G7,2019-11-22,3646
G7,2019-11-23,-1067
G7,2019-11-24,-832
G7,2019-11-25,-2398
G7,2019-11-26,-700
G7,2019-11-27,1777
G7,2019-11-28,-716
G7,2019-11-29,-686
G7,2019-11-30,12166
G7,2019-12-01,7915
G7,2019-12-02,4826
G7,2019-12-03,2018
G7,2019-12-04,876
G7,2019-12-05,192
G7,2019-12-06,758
G7,2019-12-07,-1053
G7,2019-12-08,174
G7,2019-12-09,3577
G7,2019-12-10,967
G7,2019-12-11,2168
G7,2019-12-12,-277
G7,2019-12-13,808
G7,2019-12-14,67
G7,2019-12-15,-808
G7,2019-12-16,4649
G7,2019-12-17,5776
G7,2019-12-18,8243
G7,2019-12-19,2367
G7,2019-12-20,-261
G7,2019-12-21,457
G7,2019-12-22,4691
G7,2019-12-23,2419
G7,2019-12-24,13590
G7,2019-12-25,1225
G7,2019-12-26,809
G7,2019-12-27,-108
G7,2019-12-28,2348
G7,2019-12-29,1588
G7,2019-12-30,10887
G7,2019-12-31,4631
HA,2018-01-01,-348
HA,2018-01-02,82
HA,2018-01-03,1760
HA,2018-01-04,1327
HA,2018-01-05,3032
HA,2018-01-06,552
HA,2018-01-07,-187
HA,2018-01-08,558
HA,2018-01-09,-520
HA,2018-01-10,-358
HA,2018-01-11,75
HA,2018-01-12,2598
HA,2018-01-13,3516
HA,2018-01-14,-452
HA,2018-01-15,-515
HA,2018-01-16,-255
HA,2018-01-17,389
HA,2018-01-18,-185
HA,2018-01-19,-376
HA,2018-01-20,-966
HA,2018-01-21,-269
HA,2018-01-22,-982
HA,2018-01-23,-715
HA,2018-01-24,1027
HA,2018-01-25,-110
HA,2018-01-26,278
HA,2018-01-27,-604
HA,2018-01-28,-762
HA,2018-01-29,-740
HA,2018-01-30,-16
HA,2018-01-31,1256
HA,2018-02-01,520
HA,2018-02-02,1715
HA,2018-02-03,-506
HA,2018-02-04,-101
HA,2018-02-05,2911
HA,2018-02-06,2172
HA,2018-02-07,848
HA,2018-02-08,90
HA,2018-02-09,7371
HA,2018-02-10,404
HA,2018-02-11,-628
HA,2018-02-12,1205
HA,2018-02-13,1048
HA,2018-02-14,3517
HA,2018-02-15,2328
HA,2018-02-16,3182
HA,2018-02-17,2651
HA,2018-02-18,2339
HA,2018-02-19,1676
HA,2018-02-20,193
HA,2018-02-21,366
HA,2018-02-22,918
HA,2018-02-23,1407
HA,2018-02-24,362
HA,2018-02-25,-786
HA,2018-02-26,1068
HA,2018-02-27,-51
HA,2018-02-28,496
HA,2018-03-01,819
HA,2018-03-02,729
HA,2018-03-03,-636
HA,2018-03-04,46
HA,2018-03-05,-751
HA,2018-03-06,-835
HA,2018-03-07,-755
HA,2018-03-08,-42
HA,2018-03-09,992
HA,2018-03-10,-248
HA,2018-03-11,436
HA,2018-03-12,-234
HA,2018-03-13,245
HA,2018-03-14,133
HA,2018-03-15,592
HA,2018-03-16,806
HA,2018-03-17,-16
HA,2018-03-18,-519
HA,2018-03-19,689
HA,2018-03-20,-120
HA,2018-03-21,309
HA,2018-03-22,1830
HA,2018-03-23,2195
HA,2018-03-24,2966
HA,2018-03-25,1763
HA,2018-03-26,3963
HA,2018-03-27,2862
HA,2018-03-28,967
HA,2018-03-29,580
HA,2018-03-30,-120
HA,2018-03-31,2211
HA,2018-04-01,10
HA,2018-04-02,4393
HA,2018-04-03,2105
HA,2018-04-04,936
HA,2018-04-05,1403
HA,2018-04-06,845
HA,2018-04-07,1415
HA,2018-04-08,809
HA,2018-04-09,650
HA,2018-04-10,1107
HA,2018-04-11,-287
HA,2018-04-12,41
HA,2018-04-13,164
HA,2018-04-14,-238
HA,2018-04-15,368
HA,2018-04-16,-62
HA,2018-04-17,-359
HA,2018-04-18,110
HA,2018-04-19,-686
HA,2018-04-20,-82
HA,2018-04-21,-1180
HA,2018-04-22,-267
HA,2018-04-23,289
HA,2018-04-24,-409
HA,2018-04-25,-892
HA,2018-04-26,1196
HA,2018-04-27,1993
HA,2018-04-28,1602
HA,2018-04-29,-45
HA,2018-04-30,1537
HA,2018-05-01,549
HA,2018-05-02,-571
HA,2018-05-03,768
HA,2018-05-04,31
HA,2018-05-05,583
HA,2018-05-06,-247
HA,2018-05-07,-3
HA,2018-05-08,313
HA,2018-05-09,-359
HA,2018-05-10,106
HA,2018-05-11,-280
HA,2018-05-12,-414
HA,2018-05-13,-530
HA,2018-05-14,-618
HA,2018-05-15,736
HA,2018-05-16,-557
HA,2018-05-17,-640
HA,2018-05-18,-288
HA,2018-05-19,511
HA,2018-05-20,-156
HA,2018-05-21,-572
HA,2018-05-22,441
HA,2018-05-23,101
HA,2018-05-24,1135
HA,2018-05-25,1951
HA,2018-05-26,646
HA,2018-05-27,-670
HA,2018-05-28,-654
HA,2018-05-29,701
HA,2018-05-30,1245
HA,2018-05-31,48
HA,2018-06-01,1058
HA,2018-06-02,373
HA,2018-06-03,197
HA,2018-06-04,695
HA,2018-06-05,663
HA,2018-06-06,-51
HA,2018-06-07,514
HA,2018-06-08,25
HA,2018-06-09,-216
HA,2018-06-10,493
HA,2018-06-11,403
HA,2018-06-12,15
HA,2018-06-13,-472
HA,2018-06-14,-851
HA,2018-06-15,994
HA,2018-06-16,624
HA,2018-06-17,-79
HA,2018-06-18,-1382
HA,2018-06-19,-78
HA,2018-06-20,-590
HA,2018-06-21,336
HA,2018-06-22,673
HA,2018-06-23,524
HA,2018-06-24,-351
HA,2018-06-25,-322
HA,2018-06-26,-307
HA,2018-06-27,-695
HA,2018-06-28,-363
HA,2018-06-29,729
HA,2018-06-30,-335
HA,2018-07-01,-745
HA,2018-07-02,-1137
HA,2018-07-03,-1346
HA,2018-07-04,-1956
HA,2018-07-05,-948
HA,2018-07-06,-391
HA,2018-07-07,1003
HA,2018-07-08,-439
HA,2018-07-09,-104
HA,2018-07-10,-566
HA,2018-07-11,-913
HA,2018-07-12,-639
HA,2018-07-13,548
HA,2018-07-14,-519
HA,2018-07-15,-431
HA,2018-07-16,309
HA,2018-07-17,-18
HA,2018-07-18,1166
HA,2018-07-19,54
HA,2018-07-20,472
HA,2018-07-21,-155
HA,2018-07-22,164
HA,2018-07-23,4
HA,2018-07-24,-520
HA,2018-07-25,404
HA,2018-07-26,104
HA,2018-07-27,722
HA,2018-07-28,320
HA,2018-07-29,-791
HA,2018-07-30,174
HA,2018-07-31,-319
HA,2018-08-01,-585
HA,2018-08-02,-659
HA,2018-08-03,620
HA,2018-08-04,697
HA,2018-08-05,2766
HA,2018-08-06,-314
HA,2018-08-07,-586
HA,2018-08-08,-901
HA,2018-08-09,2108
HA,2018-08-10,185
HA,2018-08-11,-1090
HA,2018-08-12,-1197
HA,2018-08-13,646
HA,2018-08-14,-134
HA,2018-08-15,-536
HA,2018-08-16,1114
HA,2018-08-17,478
HA,2018-08-18,-45
HA,2018-08-19,435
HA,2018-08-20,199
HA,2018-08-21,546
HA,2018-08-22,-35
HA,2018-08-23,-833
HA,2018-08-24,1820
HA,2018-08-25,557
HA,2018-08-26,211
HA,2018-08-27,-478
HA,2018-08-28,-155
HA,2018-08-29,-938
HA,2018-08-30,1165
HA,2018-08-31,729
HA,2018-09-01,-460
HA,2018-09-02,-1316
HA,2018-09-03,-212
HA,2018-09-04,-586
HA,2018-09-05,-543
HA,2018-09-06,-825
HA,2018-09-07,1101
HA,2018-09-08,1602
HA,2018-09-09,-595
HA,2018-09-10,-339
HA,2018-09-11,-540
HA,2018-09-12,-119
HA,2018-09-13,-159
HA,2018-09-14,260
HA,2018-09-15,-435
HA,2018-09-16,-1166
HA,2018-09-17,-256
HA,2018-09-18,755
HA,2018-09-19,-457
HA,2018-09-20,-132
HA,2018-09-21,-717
HA,2018-09-22,278
HA,2018-09-23,-266
HA,2018-09-24,1280
HA,2018-09-25,-552
HA,2018-09-26,-629
HA,2018-09-27,-168
HA,2018-09-28,-68
HA,2018-09-29,-768
HA,2018-09-30,-484
HA,2018-10-01,-867
HA,2018-10-02,-936
HA,2018-10-03,-456
HA,2018-10-04,-726
HA,2018-10-05,-653
HA,2018-10-06,-605
HA,2018-10-07,-557
HA,2018-10-08,-1100
HA,2018-10-09,-540
HA,2018-10-10,-863
HA,2018-10-11,39
HA,2018-10-12,370
HA,2018-10-13,279
HA,2018-10-14,455
HA,2018-10-15,-131
HA,2018-10-16,402
HA,2018-10-17,370
HA,2018-10-18,-377
HA,2018-10-19,-317
HA,2018-10-20,-997
HA,2018-10-21,-264
HA,2018-10-22,17
HA,2018-10-23,1111
HA,2018-10-24,-505
HA,2018-10-25,-815
HA,2018-10-26,767
HA,2018-10-27,1008
HA,2018-10-28,-300
HA,2018-10-29,136
HA,2018-10-30,2179
HA,2018-10-31,-372
HA,2018-11-01,-873
HA,2018-11-02,-798
HA,2018-11-03,-621
HA,2018-11-04,-1419
HA,2018-11-05,-1445
HA,2018-11-06,-1076
HA,2018-11-07,-199
HA,2018-11-08,-818
HA,2018-11-09,692
HA,2018-11-10,527
HA,2018-11-11,77
HA,2018-11-12,-157
HA,2018-11-13,-201
HA,2018-11-14,-524
HA,2018-11-15,-815
HA,2018-11-16,330
HA,2018-11-17,98
HA,2018-11-18,-558
HA,2018-11-19,1401
HA,2018-11-20,303
HA,2018-11-21,3
HA,2018-11-22,-387
HA,2018-11-23,-783
HA,2018-11-24,-1432
HA,2018-11-25,-332
HA,2018-11-26,-601
HA,2018-11-27,-773
HA,2018-11-28,-505
HA,2018-11-29,396
HA,2018-11-30,702
HA,2018-12-01,-368
HA,2018-12-02,-1047
HA,2018-12-03,-668
HA,2018-12-04,-1044
HA,2018-12-05,-963
HA,2018-12-06,148
HA,2018-12-07,1730
HA,2018-12-08,-478
HA,2018-12-09,-600
HA,2018-12-10,32
HA,2018-12-11,295
HA,2018-12-12,429
HA,2018-12-13,1095
HA,2018-12-14,400
HA,2018-12-15,-945
HA,2018-12-16,-874
HA,2018-12-17,-878
HA,2018-12-18,-100
HA,2018-12-19,2174
HA,2018-12-20,1523
HA,2018-12-21,2981
HA,2018-12-22,956
HA,2018-12-23,55
HA,2018-12-24,-1058
HA,2018-12-25,-1450
HA,2018-12-26,-129
HA,2018-12-27,600
HA,2018-12-28,836
HA,2018-12-29,2003
HA,2018-12-30,402
HA,2018-12-31,-482
HA,2019-01-01,720
HA,2019-01-02,841
HA,2019-01-03,1082
HA,2019-01-04,461
HA,2019-01-05,-465
HA,2019-01-06,593
HA,2019-01-07,1857
HA,2019-01-08,-232
HA,2019-01-09,-155
HA,2019-01-10,-63
HA,2019-01-11,-359
HA,2019-01-12,-29
HA,2019-01-13,-751
HA,2019-01-14,-1143
HA,2019-01-15,-754
HA,2019-01-16,722
HA,2019-01-17,1168
HA,2019-01-18,2419
HA,2019-01-19,670
HA,2019-01-20,110
HA,2019-01-21,132
HA,2019-01-22,-854
HA,2019-01-23,-1126
HA,2019-01-24,-750
HA,2019-01-25,2077
HA,2019-01-26,802
HA,2019-01-27,-1070
HA,2019-01-28,7
HA,2019-01-29,-960
HA,2019-01-30,-345
HA,2019-01-31,-300
HA,2019-02-01,1435
HA,2019-02-02,754
HA,2019-02-03,-1521
HA,2019-02-04,1181
HA,2019-02-05,729
HA,2019-02-06,825
HA,2019-02-07,1941
HA,2019-02-08,167
HA,2019-02-09,2921
HA,2019-02-10,2459
HA,2019-02-11,901
HA,2019-02-12,261
HA,2019-02-13,2173
HA,2019-02-14,3575
HA,2019-02-15,3048
HA,2019-02-16,1585
HA,2019-02-17,1629
HA,2019-02-18,1319
HA,2019-02-19,4190
HA,2019-02-20,653
HA,2019-02-21,1995
HA,2019-02-22,3085
HA,2019-02-23,-32
HA,2019-02-24,55
HA,2019-02-25,-522
HA,2019-02-26,-143
HA,2019-02-27,-81
HA,2019-02-28,705
HA,2019-03-01,594
HA,2019-03-02,-93
HA,2019-03-03,-306
HA,2019-03-04,-864
HA,2019-03-05,-691
HA,2019-03-06,-94
HA,2019-03-07,-300
HA,2019-03-08,178
HA,2019-03-09,-264
HA,2019-03-10,-456
HA,2019-03-11,-598
HA,2019-03-12,119
HA,2019-03-13,-608
HA,2019-03-14,-655
HA,2019-03-15,1251
HA,2019-03-16,230
HA,2019-03-17,-852
HA,2019-03-18,-165
HA,2019-03-19,857
HA,2019-03-20,963
HA,2019-03-21,-118
HA,2019-03-22,1168
HA,2019-03-23,844
HA,2019-03-24,863
HA,2019-03-25,196
HA,2019-03-26,380
HA,2019-03-27,549
HA,2019-03-28,1091
HA,2019-03-29,-45
HA,2019-03-30,-287
HA,2019-03-31,-159
HA,2019-04-01,1583
HA,2019-04-02,-275
HA,2019-04-03,616
HA,2019-04-04,-324
HA,2019-04-05,837
HA,2019-04-06,-147
HA,2019-04-07,-142
HA,2019-04-08,105
HA,2019-04-09,1023
HA,2019-04-10,790
HA,2019-04-11,-23
HA,2019-04-12,1538
HA,2019-04-13,-359
HA,2019-04-14,-540
HA,2019-04-15,-497
HA,2019-04-16,-842
HA,2019-04-17,-567
HA,2019-04-18,-952
HA,2019-04-19,-282
HA,2019-04-20,-1383
HA,2019-04-21,-961
HA,2019-04-22,-715
HA,2019-04-23,-872
HA,2019-04-24,-660
HA,2019-04-25,-447
HA,2019-04-26,-383
HA,2019-04-27,-1136
HA,2019-04-28,-1102
HA,2019-04-29,406
HA,2019-04-30,-214
HA,2019-05-01,49
HA,2019-05-02,-153
HA,2019-05-03,-265
HA,2019-05-04,1533
HA,2019-05-05,485
HA,2019-05-06,1100
HA,2019-05-07,-561
HA,2019-05-08,-785
HA,2019-05-09,-849
HA,2019-05-10,67
HA,2019-05-11,-590
HA,2019-05-12,-264
HA,2019-05-13,-1175
HA,2019-05-14,-740
HA,2019-05-15,-306
HA,2019-05-16,-415
HA,2019-05-17,364
HA,2019-05-18,210
HA,2019-05-19,953
HA,2019-05-20,-538
HA,2019-05-21,-30
HA,2019-05-22,-567
HA,2019-05-23,-359
HA,2019-05-24,1543
HA,2019-05-25,-752
HA,2019-05-26,-1202
HA,2019-05-27,-1561
HA,2019-05-28,-307
HA,2019-05-29,-1253
HA,2019-05-30,-382
HA,2019-05-31,-330
HA,2019-06-01,-355
HA,2019-06-02,-959
HA,2019-06-03,-1249
HA,2019-06-04,-549
HA,2019-06-05,-1227
HA,2019-06-06,1029
HA,2019-06-07,79
HA,2019-06-08,10355
HA,2019-06-09,-615
HA,2019-06-10,580
HA,2019-06-11,-1270
HA,2019-06-12,859
HA,2019-06-13,-275
HA,2019-06-14,-328
HA,2019-06-15,-776
HA,2019-06-16,-1166
HA,2019-06-17,-1013
HA,2019-06-18,378
HA,2019-06-19,719
HA,2019-06-20,-550
HA,2019-06-21,-612
HA,2019-06-22,-820
HA,2019-06-23,-168
HA,2019-06-24,368
HA,2019-06-25,4585
HA,2019-06-26,3148
HA,2019-06-27,522
HA,2019-06-28,759
HA,2019-06-29,-511
HA,2019-06-30,-708
HA,2019-07-01,653
HA,2019-07-02,155
HA,2019-07-03,-890
HA,2019-07-04,-1189
HA,2019-07-05,-729
HA,2019-07-06,753
HA,2019-07-07,703
HA,2019-07-08,117
HA,2019-07-09,751
HA,2019-07-10,-177
HA,2019-07-11,1108
HA,2019-07-12,391
HA,2019-07-13,19
HA,2019-07-14,841
HA,2019-07-15,-345
HA,2019-07-16,-335
HA,2019-07-17,534
HA,2019-07-18,-65
HA,2019-07-19,650
HA,2019-07-20,-314
HA,2019-07-21,99
HA,2019-07-22,864
HA,2019-07-23,-74
HA,2019-07-24,1468
HA,2019-07-25,-16
HA,2019-07-26,1741
HA,2019-07-27,-357
HA,2019-07-28,-288
HA,2019-07-29,531
HA,2019-07-30,-250
HA,2019-07-31,954
HA,2019-08-01,909
HA,2019-08-02,1274
HA,2019-08-03,1447
HA,2019-08-04,1539
HA,2019-08-05,1005
HA,2019-08-06,-632
HA,2019-08-07,-345
HA,2019-08-08,-318
HA,2019-08-09,-503
HA,2019-08-10,-92
HA,2019-08-11,-272
HA,2019-08-12,-653
HA,2019-08-13,-794
HA,2019-08-14,-247
HA,2019-08-15,769
HA,2019-08-16,289
HA,2019-08-17,364
HA,2019-08-18,81
HA,2019-08-19,-285
HA,2019-08-20,-186
HA,2019-08-21,-746
HA,2019-08-22,-151
HA,2019-08-23,1646
HA,2019-08-24,-562
HA,2019-08-25,-1220
HA,2019-08-26,-956
HA,2019-08-27,-527
HA,2019-08-28,-738
HA,2019-08-29,-474
HA,2019-08-30,714
HA,2019-08-31,-100
HA,2019-09-01,248
HA,2019-09-02,-1422
HA,2019-09-03,-31
HA,2019-09-04,-879
HA,2019-09-05,-1131
HA,2019-09-06,-419
HA,2019-09-07,-274
HA,2019-09-08,-81
HA,2019-09-09,-250
HA,2019-09-10,-212
HA,2019-09-11,483
HA,2019-09-12,-714
HA,2019-09-13,597
HA,2019-09-14,6
HA,2019-09-15,-57
HA,2019-09-16,-775
HA,2019-09-17,-348
HA,2019-09-18,310
HA,2019-09-19,-247
HA,2019-09-20,-824
HA,2019-09-21,-878
HA,2019-09-22,147
HA,2019-09-23,741
HA,2019-09-24,-526
HA,2019-09-25,157
HA,2019-09-26,-689
HA,2019-09-27,-424
HA,2019-09-28,-81
HA,2019-09-29,-676
HA,2019-09-30,-248
HA,2019-10-01,-719
HA,2019-10-02,-343
HA,2019-10-03,252
HA,2019-10-04,580
HA,2019-10-05,633
HA,2019-10-06,730
HA,2019-10-07,23
HA,2019-10-08,-602
HA,2019-10-09,294
HA,2019-10-10,383
HA,2019-10-11,12651
HA,2019-10-12,1584
HA,2019-10-13,2907
HA,2019-10-14,1698
HA,2019-10-15,1263
HA,2019-10-16,289
HA,2019-10-17,326
HA,2019-10-18,1981
HA,2019-10-19,912
HA,2019-10-20,1114
HA,2019-10-21,354
HA,2019-10-22,342
HA,2019-10-23,-247
HA,2019-10-24,-271
HA,2019-10-25,182
HA,2019-10-26,-175
HA,2019-10-27,-317
HA,2019-10-28,-179
HA,2019-10-29,-37
HA,2019-10-30,115
HA,2019-10-31,77
HA,2019-11-01,1546
HA,2019-11-02,2327
HA,2019-11-03,1337
HA,2019-11-04,200
HA,2019-11-05,689
HA,2019-11-06,-400
HA,2019-11-07,-371
HA,2019-11-08,645
HA,2019-11-09,18
HA,2019-11-10,-1066
HA,2019-11-11,-444
HA,2019-11-12,-944
HA,2019-11-13,-781
HA,2019-11-14,-592
HA,2019-11-15,-595
HA,2019-11-16,-1291
HA,2019-11-17,-970
HA,2019-11-18,-1513
HA,2019-11-19,1297
HA,2019-11-20,-1239
HA,2019-11-21,-352
HA,2019-11-22,-741
HA,2019-11-23,-760
HA,2019-11-24,-866
HA,2019-11-25,-501
HA,2019-11-26,-700
HA,2019-11-27,-489
HA,2019-11-28,-2198
HA,2019-11-29,-579
HA,2019-11-30,-690
HA,2019-12-01,-543
HA,2019-12-02,-365
HA,2019-12-03,-605
HA,2019-12-04,-72
HA,2019-12-05,-275
HA,2019-12-06,-217
HA,2019-12-07,-296
HA,2019-12-08,210
HA,2019-12-09,-1324
HA,2019-12-10,-1259
HA,2019-12-11,-1123
HA,2019-12-12,-733
HA,2019-12-13,-425
HA,2019-12-14,-736
HA,2019-12-15,-645
HA,2019-12-16,34
HA,2019-12-17,249
HA,2019-12-18,589
HA,2019-12-19,1161
HA,2019-12-20,1025
HA,2019-12-21,2066
HA,2019-12-22,1255
HA,2019-12-23,290
HA,2019-12-24,-1061
HA,2019-12-25,966
HA,2019-12-26,820
HA,2019-12-27,57
HA,2019-12-28,601
HA,2019-12-29,-131
HA,2019-12-30,777
HA,2019-12-31,-675
KS,2018-01-02,-131
KS,2018-01-03,79
KS,2018-01-04,431
KS,2018-01-05,444
KS,2018-01-06,-11
KS,2018-01-07,276
KS,2018-01-08,60
KS,2018-01-09,169
KS,2018-01-10,139
KS,2018-01-11,261
KS,2018-01-12,-102
KS,2018-01-13,226
KS,2018-01-14,-113
KS,2018-01-15,45
KS,2018-01-16,151
KS,2018-01-17,-123
KS,2018-01-18,-59
KS,2018-01-19,-37
KS,2018-01-20,-49
KS,2018-01-21,-7
KS,2018-01-23,83
KS,2018-01-24,89
KS,2018-01-25,65
KS,2018-01-28,193
KS,2018-01-29,14
KS,2018-01-30,-48
KS,2018-01-31,122
KS,2018-02-01,-30
KS,2018-02-03,7
KS,2018-02-05,110
KS,2018-02-06,38
KS,2018-02-10,302
KS,2018-02-11,48
KS,2018-02-12,41
KS,2018-02-13,-10
KS,2018-02-14,-8
KS,2018-02-15,73
KS,2018-02-16,-70
KS,2018-02-17,363
KS,2018-02-18,54
KS,2018-02-19,48
KS,2018-02-20,152
KS,2018-02-21,245
KS,2018-02-22,81
KS,2018-02-23,70
KS,2018-02-24,33
KS,2018-02-25,146
KS,2018-02-26,342
KS,2018-02-27,-15
KS,2018-02-28,-21
KS,2018-03-01,14
KS,2018-03-02,415
KS,2018-03-03,46
KS,2018-03-04,-19
KS,2018-03-05,-24
KS,2018-03-06,42
KS,2018-03-07,25
KS,2018-03-09,63
KS,2018-03-10,3
KS,2018-03-11,20
KS,2018-03-12,6
KS,2018-03-13,-8
KS,2018-03-15,122
KS,2018-03-16,29
KS,2018-03-17,-30
KS,2018-03-18,43
KS,2018-03-19,61
KS,2018-03-20,4
KS,2018-03-21,2
KS,2018-03-22,-49
KS,2018-03-23,5
KS,2018-03-24,1
KS,2018-03-25,33
KS,2018-03-26,-2
KS,2018-03-27,-21
KS,2018-03-28,12
KS,2018-03-29,-17
KS,2018-03-30,-32
KS,2018-04-02,-12
KS,2018-04-03,-80
KS,2018-04-04,-16
KS,2018-04-05,-39
KS,2018-04-06,5
KS,2018-04-07,18
KS,2018-04-08,-43
KS,2018-04-09,-38
KS,2018-04-10,-124
KS,2018-04-11,-73
KS,2018-04-12,-89
KS,2018-04-13,-85
KS,2018-04-14,-73
KS,2018-04-15,-21
KS,2018-04-16,-51
KS,2018-04-17,-87
KS,2018-04-18,-91
KS,2018-04-19,-96
KS,2018-04-20,-47
KS,2018-04-21,-34
KS,2018-04-22,-31
KS,2018-04-24,279
KS,2018-04-25,312
KS,2018-04-26,225
KS,2018-04-27,-20
KS,2018-04-28,23
KS,2018-04-29,131
KS,2018-04-30,260
KS,2018-05-01,75
KS,2018-05-02,-10
KS,2018-05-03,73
KS,2018-05-04,80
KS,2018-05-05,10
KS,2018-05-06,1
KS,2018-05-07,209
KS,2018-05-08,83
KS,2018-05-09,-37
KS,2018-05-10,-49
KS,2018-05-11,-18
KS,2018-05-12,-23
KS,2018-05-13,-10
KS,2018-05-14,-6
KS,2018-05-15,131
KS,2018-05-16,36
KS,2018-05-17,140
KS,2018-05-18,82
KS,2018-05-19,-54
KS,2018-05-20,-47
KS,2018-05-21,-21
KS,2018-05-22,-10
KS,2018-05-23,-74
KS,2018-05-24,-5
KS,2018-05-25,82
KS,2018-05-26,124
KS,2018-05-27,-59
KS,2018-05-28,22
KS,2018-05-29,178
KS,2018-05-30,-8
KS,2018-05-31,100
KS,2018-06-01,104
KS,2018-06-02,-6
KS,2018-06-03,-4
KS,2018-06-04,-142
KS,2018-06-05,176
KS,2018-06-06,-77
KS,2018-06-07,-73
KS,2018-06-08,1039
KS,2018-06-09,34
KS,2018-06-11,75
KS,2018-06-13,458
KS,2018-06-14,57
KS,2018-06-15,112
KS,2018-06-16,-9
KS,2018-06-17,88
KS,2018-06-18,390
KS,2018-06-19,-30
KS,2018-06-20,-25
KS,2018-06-21,30
KS,2018-06-22,-6
KS,2018-06-23,-46
KS,2018-06-24,44
KS,2018-06-25,-1
KS,2018-06-26,-8
KS,2018-06-27,0
KS,2018-06-28,98
KS,2018-06-29,122
KS,2018-06-30,248
KS,2018-07-01,22
KS,2018-07-02,-10
KS,2018-07-03,-34
KS,2018-07-04,-56
KS,2018-07-05,-33
KS,2018-07-06,105
KS,2018-07-07,-49
KS,2018-07-08,-3
KS,2018-07-09,51
KS,2018-07-10,80
KS,2018-07-11,15
KS,2018-07-12,-17
KS,2018-07-13,61
KS,2018-07-14,45
KS,2018-07-15,-10
KS,2018-07-16,-28
KS,2018-07-17,107
KS,2018-07-18,-72
KS,2018-07-19,255
KS,2018-07-20,12
KS,2018-07-21,-114
KS,2018-07-22,54
KS,2018-07-23,-33
KS,2018-07-24,72
KS,2018-07-26,37
KS,2018-07-27,-51
KS,2018-07-28,-88
KS,2018-07-29,-7
KS,2018-07-30,-8
KS,2018-07-31,45
KS,2018-08-01,122
KS,2018-08-02,32
KS,2018-08-03,-43
KS,2018-08-04,363
KS,2018-08-05,6
KS,2018-08-06,267
KS,2018-08-07,406
KS,2018-08-08,113
KS,2018-08-09,43
KS,2018-08-10,13
KS,2018-08-11,152
KS,2018-08-12,453
KS,2018-08-13,57
KS,2018-08-14,133
KS,2018-08-15,167
KS,2018-08-16,-109
KS,2018-08-17,13
KS,2018-08-19,-27
KS,2018-08-20,31
KS,2018-08-21,-21
KS,2018-08-22,26
KS,2018-08-23,180
KS,2018-08-24,374
KS,2018-08-25,247
KS,2018-08-26,112
KS,2018-08-27,110
KS,2018-08-28,158
KS,2018-08-29,39
KS,2018-08-30,219
KS,2018-08-31,66
KS,2018-09-01,-13
KS,2018-09-02,29
KS,2018-09-03,59
KS,2018-09-04,-85
KS,2018-09-05,-25
KS,2018-09-06,-32
KS,2018-09-08,72
KS,2018-09-09,2
KS,2018-09-10,3
KS,2018-09-11,59
KS,2018-09-12,17
KS,2018-09-13,173
KS,2018-09-14,76
KS,2018-09-15,43
KS,2018-09-16,-63
KS,2018-09-17,-21
KS,2018-09-18,-36
KS,2018-09-19,-39
KS,2018-09-20,-7
KS,2018-09-21,525
KS,2018-09-22,291
KS,2018-09-23,15
KS,2018-09-24,106
KS,2018-09-25,36
KS,2018-09-26,35
KS,2018-09-27,113
KS,2018-09-28,248
KS,2018-09-29,11
KS,2018-10-01,19
KS,2018-10-02,41
KS,2018-10-03,0
KS,2018-10-04,-59
KS,2018-10-05,5
KS,2018-10-06,28
KS,2018-10-07,17
KS,2018-10-08,23
KS,2018-10-09,46
KS,2018-10-10,30
KS,2018-10-11,69
KS,2018-10-12,26
KS,2018-10-13,20
KS,2018-10-14,-26
KS,2018-10-15,15
KS,2018-10-16,-50
KS,2018-10-17,30
KS,2018-10-18,-85
KS,2018-10-19,-25
KS,2018-10-20,-43
KS,2018-10-21,-28
KS,2018-10-22,-11
KS,2018-10-23,-26
KS,2018-10-24,6
KS,2018-10-25,-110
KS,2018-10-27,20
KS,2018-10-28,-20
KS,2018-10-29,-65
KS,2018-10-30,-46
KS,2018-11-01,-42
KS,2018-11-02,-4
KS,2018-11-03,-61
KS,2018-11-04,-34
KS,2018-11-05,-3
KS,2018-11-06,17
KS,2018-11-07,-7
KS,2018-11-08,-30
KS,2018-11-09,36
KS,2018-11-10,446
KS,2018-11-11,218
KS,2018-11-12,275
KS,2018-11-13,337
KS,2018-11-14,10
KS,2018-11-15,65
KS,2018-11-16,-81
