unique_carrier,year,month,distance,passengers
AD,2018,8,58083,54415
AN,2018,9,36077,1876
15Q,2018,10,80072,106
RV,2019,10,139793,245129
34Q,2019,1,2378,16
SEB,2019,1,4340,14613
AD,2019,5,73831,48645
13Q,2019,11,100854,555
0CQ,2019,10,32166,20
RVQ,2018,10,326,5
F9,2018,4,920628,1567522
B0,2018,6,7296,6463
G7,2019,12,191185,322230
C8,2018,10,32846,0
U7,2019,4,106939,0
Q6,2019,4,16992,13845
AA,2019,3,3022699,13417608
9K,2019,12,10690,40214
7S,2019,11,37484,148
BF,2018,5,19560,6921
N8,2019,8,35170,93
B6,2018,10,865842,3382004
8V,2019,10,29599,6597
K3,2018,12,3699,256
CI,2018,4,211055,66625
8E,2018,2,33504,6734
EQ,2018,11,9526,15124
KU,2019,6,12704,15168
RV,2019,1,94771,341068
UA,2019,6,5663488,10936808
EM,2018,11,16102,17330
SNK,2018,3,920,543
FX,2019,9,1259548,0
SA,2019,11,26526,22744
15Q,2019,9,90944,60
9E,2019,2,265050,946140
5V,2019,11,43546,368
EW,2019,2,34002,16068
I4,2018,7,2466,4138
GL,2019,2,214591,14082
Z3,2018,7,3332,869
WS,2018,12,369920,476130
N8,2018,12,42796,1952
1AQ,2018,12,12399,3105
WN,2019,5,2600615,14809781
KL,2018,7,214922,198497
NZ,2018,8,104714,91407
MP,2019,8,19532,0
C8,2019,6,33971,0
5V,2018,7,59094,402
J5,2019,2,5834,3128
BW,2019,4,35426,64996
VS,2018,5,216899,347229
3AQ,2018,6,7187,350
AX,2019,2,120019,215601
9S,2018,9,67976,0
PD,2019,10,3104,82061
FJ,2018,6,47164,21188
5Y,2019,3,626921,626
CI,2019,12,182595,81358
HA,2018,6,246188,1028971
O6,2018,9,29661,21096
C8,2018,3,19830,0
2TQ,2018,3,4929,534
GFQ,2019,5,29280,0
0UQ,2019,5,10743,11
IB,2018,3,128980,97837
V8,2018,3,9546,1054
RJ,2019,8,47534,34149
PT,2018,6,50650,340334
9E,2019,7,296671,1381849
AM,2019,6,88056,357654
VJT,2018,2,312483,348
M7,2019,7,4136,0
MS,2019,8,22916,25074
7L,2018,2,30584,0
KLQ,2019,9,69030,0
Q5,2018,3,1468,60
WRD,2018,9,204,2
C5,2018,5,34371,153468
5X,2018,8,909641,0
SQ,2019,3,132492,83663
FX,2018,12,1698095,0
A0,2018,2,21860,6769
4B,2019,9,13763,16450
9K,2018,6,9424,47924
3SD,2019,10,2632,1294
JD,2018,12,3828,3552
KS,2019,9,8978,15635
4C,2018,3,6024,7999
3SD,2018,10,2632,1101
LJ,2019,8,7586,31599
Y8,2018,2,7057,0
YX,2018,2,572638,1314661
PT,2018,9,38804,309872
9V,2018,10,5944,7694
KU,2018,10,12704,14386
CA,2018,2,169609,111379
Z3,2019,4,2384,756
SY,2019,12,404383,364409
BW,2019,6,35426,62058
BW,2019,10,39630,60220
QT,2019,5,17569,0
AF,2019,8,305295,455970
1TQ,2018,9,2484,0
PS,2018,9,9388,19125
0WQ,2019,4,6070,17
VI,2019,9,370,1190
8V,2019,7,36084,6916
MF,2019,3,68000,20127
SV,2019,4,69118,23767
6R,2019,11,23434,0
ZW,2018,7,74511,354091
9E,2019,1,336598,1001902
QR,2019,3,176152,165140
CK,2018,8,31301,0
AMQ,2019,1,53551,1176
SVW,2018,12,14300,17
FJ,2018,11,49822,16241
W8,2018,7,32859,0
PR,2018,9,83537,65973
4B,2019,6,14740,15381
7S,2019,9,51026,225
PT,2019,8,60755,456746
FX,2019,11,1447900,0
SEB,2018,6,4034,21510
2HQ,2018,8,23106,3540
B6,2019,10,912147,3455971
OR,2018,3,18304,5196
3M,2019,2,13426,53896
YV,2018,5,231028,1199898
Z3Q,2018,9,140,1177
5X,2018,4,936817,0
NZ,2018,5,110768,84415
Y8,2018,6,7057,0
CX,2019,11,218217,171364
N8,2019,5,19353,0
VJT,2019,7,328761,426
7C,2018,2,14926,67253
KZ,2019,11,49342,0
PFQ,2019,2,26199,0
KAQ,2019,6,252919,0
KV,2019,8,25910,246981
PY,2019,9,19518,4544
B0,2019,9,22606,9342
LP,2019,3,19140,45873
RJ,2018,2,36484,12866
KAT,2018,9,1826,2450
2HQ,2019,2,10029,1830
OR,2019,3,18304,5046
LXQ,2019,8,16054,21
Z3,2018,11,2245,626
YX,2018,1,643134,1325620
DI,2019,12,73436,144173
VJT,2019,9,473043,503
F9,2019,8,1422625,2087703
14Q,2018,5,44948,296
8C,2019,8,116735,0
FP,2018,11,10552,2
22Q,2018,10,632,59
AZ,2019,4,69017,88353
LH,2019,4,496677,531229
Q6,2019,2,16992,10279
GV,2018,8,32838,11207
UO,2019,12,2138,2
BW,2018,4,36506,67892
UO,2018,12,2138,2874
LXQ,2019,12,11860,6
8V,2018,11,22943,5752
BW,2019,9,35426,58366
0BQ,2018,6,14099,18
YX,2019,10,701920,1660410
AF,2019,2,202971,218868
PT,2018,8,43253,348828
X9,2019,12,144078,35172
SU,2018,4,51990,69359
AV,2019,11,98960,144772
TK,2018,3,173254,167797
0UQ,2019,3,840,2
SA,2019,2,34538,20275
HU,2018,6,187138,83306
38Q,2019,12,2025,3557
2EQ,2019,2,216,60
CH,2019,7,796,0
UA,2018,12,4924403,9432341
3M,2018,2,13270,58584
3EQ,2019,2,66096,383
22Q,2019,1,1106,27
KAT,2018,6,2062,2189
M3,2018,1,59523,0
5V,2018,2,52602,202
Y4,2019,3,372052,267789
S4,2019,5,14178,11427
OH,2018,2,280017,1042402
W8,2018,10,33785,0
3M,2018,7,13662,73228
WST,2019,9,160,529
MS,2019,7,22916,25890
NLQ,2018,5,9152,280
9S,2018,1,59018,0
4C,2018,9,3012,7834
CH,2018,10,1791,0
OR,2018,7,22948,5482
3F,2019,5,1900,950
PD,2018,2,7256,43564
PS,2018,6,9388,18664
B0,2018,9,7296,6074
MT,2019,4,34034,51629
CX,2018,5,186922,201192
OR,2018,1,18304,4557
7S,2018,11,39976,142
2E,2018,8,592,2625
LP,2018,1,31742,52399
MF,2019,7,55030,24798
QF,2018,3,154312,125926
LV,2019,12,7296,9285
FJ,2018,10,56146,18075
QK,2018,9,58647,162256
2LQ,2019,4,15467,2532
PD,2018,9,3104,79270
K3,2019,11,3493,180
KO,2018,11,34971,469
C8,2019,9,33971,0
K3,2019,7,4229,2827
JD,2019,7,3828,3819
YR,2019,11,2625,7767
TA,2018,2,83483,82666
8C,2018,3,62359,0
RV,2018,10,111399,248032
22Q,2018,7,1264,0
1PQ,2018,5,140,873
OR,2019,8,18304,5286
4W,2019,7,10620,2699
Z3Q,2018,3,140,3106
LO,2019,5,130994,67440
09Q,2019,12,615752,127341
1AQ,2018,6,11232,5716
LS,2018,10,23251,2016
KS,2018,2,14032,11423
4B,2018,1,18917,13923
04Q,2018,2,48452,3740
VB,2018,3,27036,22951
7C,2018,10,21166,55655
JQ,2019,7,21140,23147
9X,2019,3,6694,7208
OJ,2018,11,16452,2782
M3,2018,8,55761,0
OS,2018,12,34394,30132
YX,2018,6,772850,1742781
WI,2018,9,124730,0
EK,2018,4,265210,275648
ELL,2018,6,408,54
TN,2018,5,19530,33721
4O,2018,12,76424,220273
EAU,2019,10,3425,3
HU,2018,3,255650,67222
CRV,2019,9,8626,14
3S,2019,8,59950,0
0Q,2018,2,8616,6
M3,2019,12,39601,0
S4,2018,5,9388,9959
V8,2018,7,19076,2073
AF,2018,1,218125,239096
KH,2018,5,1497,0
HX,2018,2,18796,31250
KD,2019,9,112344,0
5J,2018,10,3194,2
27Q,2018,2,457413,1424
AI,2019,5,91056,75166
G7,2018,6,235778,473715
HA,2019,5,234288,987512
IB,2019,1,104180,83722
RVQ,2018,6,326,50
VR,2018,1,10170,1229
NEW,2018,6,68,2947
BY,2019,9,93322,22604
VI,2018,3,440,7034
3E,2019,5,5482,6746
KZ,2018,4,51310,0
LV,2019,10,7296,10601
CH,2018,9,1791,0
X9,2019,8,81024,21051
LP,2018,2,31742,49093
V8,2019,2,7658,935
ZX,2019,10,12970,56535
LR,2018,9,28440,27349
9E,2018,9,267108,1086749
8V,2018,2,29615,4573
34Q,2018,9,3471,1
WS,2019,9,208615,353688
LP,2019,1,24730,47002
OJ,2018,10,16452,7442
NK,2019,12,1087433,3032212
3S,2019,5,74813,0
0CQ,2018,10,33233,37
LXQ,2018,6,29094,14
PFQ,2019,4,26199,0
3U,2019,11,34076,17374
TA,2018,9,108096,103304
MT,2019,1,15154,9356
Z3,2018,9,3246,669
0QQ,2018,6,30560,114
AC,2018,2,251496,379600
1BQ,2019,5,11184,462
CK,2019,6,31301,0
CP,2019,6,85485,612862
2UQ,2018,2,2020,5
NLQ,2019,6,2117,26
4C,2018,7,3012,9899
3DQ,2018,11,466,1618
3AQ,2018,1,786,548
0CQ,2018,5,17614,9
R0,2018,10,242,253
9S,2019,6,76614,0
QT,2019,6,9520,0
Y8,2019,7,7058,0
C5,2019,4,45081,184392
10Q,2018,2,2792,3
LX,2019,4,97448,130634
OH,2018,9,280167,988633
0CQ,2018,7,16121,19
3S,2019,6,72286,0
G3,2018,8,3615,0
BCQ,2018,2,16027,1707
3U,2018,1,34076,22196
2JQ,2018,7,5166,17135
KAQ,2018,12,383874,0
4B,2019,4,15327,14123
Y8,2018,4,7057,0
AD,2019,12,62102,78676
BW,2019,12,40162,76664
KLQ,2019,2,48218,0
2LQ,2018,1,7809,1493
5Y,2019,2,574152,413
EY,2018,6,102095,90895
NC,2019,6,46532,0
14Q,2018,2,46401,208
22Q,2018,5,790,47
JQ,2019,12,21140,15937
GEQ,2019,10,87183,64
SN,2018,12,7334,11798
SY,2019,9,504320,281598
A0,2018,8,14592,6232
UX,2018,3,31142,22864
36Q,2018,4,2593,6
TN,2019,11,19530,27293
PFQ,2019,5,18909,0
CK,2019,8,31301,0
1SQ,2019,10,2232,7275
SEB,2019,4,4660,17972
KE,2018,4,330356,230322
KO,2018,4,35132,491
ET,2018,8,61710,46342
FI,2018,2,70194,56968
ZX,2019,9,17420,78375
UO,2019,7,2138,2
NK,2018,11,918569,2442955
AT,2018,2,14878,11802
0Q,2019,6,15707,22
R0,2019,6,242,452
38Q,2019,8,2384,6330
3E,2018,3,6012,6532
14Q,2018,10,22463,141
TA,2018,7,79523,108985
CI,2018,8,140344,74878
RV,2019,12,157440,378757
17Q,2019,4,7372,2
5Y,2018,6,538052,419
JQ,2018,10,21140,22738
LR,2019,7,22020,29511
PR,2018,1,92337,88981
MU,2018,10,94020,115104
NEW,2018,8,68,6521
RV,2018,6,79815,215081
HU,2019,10,232488,67343
OO,2018,2,1226768,2706055
0BQ,2018,9,7850,12
Z3Q,2018,4,140,3194
VB,2019,11,17428,42901
2UQ,2018,6,3657,5
15Q,2018,2,31412,25
SQ,2019,10,132465,103272
TP,2018,10,34882,63241
QF,2019,11,178729,123318
HX,2018,6,32650,60364
NC,2019,12,48892,0
7C,2018,3,14926,60869
PY,2019,7,10494,6033
4M,2019,5,12914,14567
17Q,2019,1,8416,10
ABX,2018,8,103837,0
4W,2018,2,5814,2170
2E,2018,4,444,2203
27Q,2019,2,463499,1446
1QQ,2019,10,90,1941
LF,2018,6,132552,11543
WRD,2018,4,204,5
LX,2018,4,105310,136138
DE,2019,9,110238,66078
VIQ,2019,10,26737,0
SEB,2019,11,3860,21286
ABX,2018,6,148188,0
MU,2019,5,94020,120899
3BQ,2019,8,1188,948
EV,2018,9,263255,685997
BR,2019,8,129334,184516
1SQ,2019,11,1564,7471
EI,2018,12,103658,176401
NH,2019,10,170297,185622
EI,2018,7,103652,227149
1BQ,2018,12,43059,15478
NQ,2018,5,7638,11439
AC,2019,9,194413,453638
AX,2019,1,106608,224101
14Q,2018,6,31190,184
AC,2019,10,248519,389699
LJ,2019,11,7586,28105
CC,2019,7,22441,0
WI,2019,12,77190,0
3DQ,2019,3,62,1646
K3,2019,10,3595,302
RU,2019,12,118001,0
DE,2018,8,120875,79052
LV,2019,7,7296,8416
Z3,2019,5,3272,895
1YQ,2018,8,1498,763
2AQ,2018,9,22071,36
VIQ,2019,5,10188,0
2E,2018,2,172,1720
0QQ,2018,3,13514,64
CI,2018,3,208428,73508
9S,2019,2,80595,0
NC,2018,12,47830,0
ELL,2018,1,408,5
YR,2018,7,5884,25949
HY,2019,1,12678,3739
B0,2018,11,7296,5128
SVW,2018,10,36114,66
MT,2018,9,111542,91559
CA,2019,4,148287,148421
QK,2019,1,46687,144279
Z3,2018,8,3441,847
30Q,2018,11,462,4
LA,2018,5,171513,80257
1SQ,2018,5,1559,8855
VH,2018,11,2776,4285
PM,2018,12,1635,0
PY,2019,4,6204,4149
9S,2019,11,85923,0
TK,2018,6,203008,189440
L7,2018,6,42685,0
SEB,2019,10,3558,20397
24Q,2019,2,8576,2
2UQ,2019,6,18436,12
8C,2018,7,84724,0
0UQ,2018,11,4091,6
SA,2019,8,34538,30989
OR,2019,4,18304,4822
Z3Q,2019,10,140,2035
SEB,2018,2,3724,18758
1QQ,2019,8,90,1936
4M,2019,10,13236,12719
KO,2019,11,31481,1095
ET,2019,10,57444,28188
AM,2018,3,114673,242579
SY,2018,8,399300,272842
VIQ,2018,9,41132,0
DY,2018,8,475630,276644
4W,2018,10,11645,1267
LY,2018,3,115154,68825
2E,2019,1,302,1600
37Q,2018,7,9439,207
IB,2018,1,43528,60248
8R,2018,3,19364,2840
PR,2018,3,69576,82937
MF,2019,6,55030,21379
EW,2018,9,69130,28602
EM,2018,8,15072,15963
KQ,2019,9,14720,8729
3EQ,2019,7,90466,365
AA,2018,6,3226508,13448099
B0,2018,4,14594,5952
M6,2018,2,121539,0
3U,2019,4,34076,20565
AF,2018,2,204122,204088
OH,2018,7,295419,1229054
PD,2018,7,3104,97937
3SD,2019,8,2632,1629
ZX,2019,4,17294,72966
V8,2019,4,13348,943
MQ,2019,2,331750,1007273
JD,2019,4,3828,4025
GU,2018,11,4388,7384
PH,2019,11,470,6582
RU,2019,10,112693,0
DI,2018,8,111697,169125
AM,2018,7,112568,312777
1UQ,2018,10,22993,41
K3,2018,1,3352,288
2OQ,2019,11,1458,1433
3SD,2018,4,2632,1597
9K,2018,11,9538,35040
CRV,2018,6,8823,10
3DQ,2018,8,650,2472
HA,2018,9,277572,902898
QT,2019,9,14396,0
VR,2019,11,6776,853
Q5,2019,4,1003,75
K3,2018,4,3533,301
U7,2018,6,149676,0
RVQ,2019,5,326,22
AS,2018,1,1141540,1990429
QK,2018,10,52173,155270
GV,2019,12,33639,12009
TN,2019,2,19530,19304
IB,2018,5,169396,132962
C8,2018,4,19830,0
YV,2018,3,248047,1115427
2OQ,2019,6,1458,1782
1WQ,2019,9,2758,5166
KZ,2018,8,38149,0
L2,2018,8,16475,0
9X,2018,4,7662,7348
AT,2018,1,14878,17044
ADB,2019,9,29295,0
KS,2018,10,12832,11669
TS,2019,1,30610,33056
KLQ,2019,1,58904,0
A0,2018,1,21860,8511
J2,2018,10,11662,1648
TQQ,2019,1,16396,19306
AI,2019,9,83349,60802
HY,2018,2,8406,1129
YX,2018,3,558366,1569045
QR,2019,6,176152,191468
VH,2019,9,2776,5150
CAZ,2019,9,39658,28
AD,2019,4,64006,47320
ZX,2018,7,20392,119018
4O,2018,4,73264,167087
XP,2019,10,5186,1301
SE,2018,10,7270,14618
LR,2019,4,24262,27456
1EQ,2019,7,10471,804
QR,2019,8,176152,192981
MW,2018,6,2019,22807
MU,2018,6,94018,120387
3EQ,2019,9,130708,344
ZW,2018,12,89691,319301
MW,2019,1,2105,20941
0WQ,2018,10,71156,175
ZW,2018,11,79718,329049
LJ,2019,7,7586,33197
KS,2018,6,17169,19563
E7,2018,8,2552,0
1WQ,2019,11,2758,4600
GCQ,2019,11,9988,18
OJ,2018,6,13913,8846
WG,2019,4,29197,20657
9E,2018,11,327658,1140362
17Q,2019,7,7934,10
IB,2018,6,147424,149367
0BQ,2019,1,11344,11
2LQ,2018,4,6554,2132
38Q,2019,4,1229,3621
ET,2018,9,61710,36575
FJ,2019,4,60736,20102
NZ,2018,3,101046,93372
17Q,2018,11,14728,26
4M,2019,2,8812,14673
7L,2018,6,24018,0
KLQ,2018,2,65149,0
3M,2018,10,14209,50243
WRD,2018,3,204,0
PM,2018,9,12629,0
MS,2018,11,11230,18056
4M,2018,4,8812,17234
3AQ,2018,8,7649,503
1BQ,2018,9,8778,13056
RVQ,2019,2,326,2
SY,2019,11,486790,321809
SU,2019,9,51990,92232
VW,2018,9,934,1230
04Q,2018,10,58024,2275
02Q,2018,4,8585,119
NK,2018,12,728339,2591785
7L,2018,9,12356,0
04Q,2018,6,50032,4177
9K,2018,9,9656,45985
QR,2019,4,176152,168430
1YQ,2018,4,1376,753
NQ,2018,11,7638,12580
QR,2019,10,176152,148618
JQ,2018,9,21140,25205
BC,2019,11,2920,303
3BQ,2018,12,304,288
2OQ,2018,1,1270,1968
LA,2018,7,180100,80559
BA,2019,4,471500,653265
LP,2019,4,19140,40226
NC,2019,5,37954,0
NZ,2018,4,91706,95528
07Q,2018,2,1408,30
3DQ,2019,11,436,1241
CAZ,2018,7,22564,22
12Q,2018,5,4220,3
MQ,2019,7,424240,1407495
OO,2018,10,1153092,3455064
4W,2019,9,7569,2140
TP,2018,8,66622,64623
09Q,2018,11,655362,114739
3BQ,2019,5,1402,1355
XP,2018,11,184,4
OZ,2019,11,141683,111687
4W,2018,7,13086,3504
H6,2019,6,88619,21667
K2,2019,1,14328,1888
VJT,2018,4,307888,415
AX,2018,5,109844,324928
KLQ,2018,4,57469,0
OO,2019,6,1501852,3849942
CA,2018,11,160789,130701
AN,2019,10,24677,2672
LX,2018,11,108098,123427
X9,2018,2,63484,13682
2TQ,2018,8,1652,697
3M,2019,1,14099,50002
PR,2019,3,65158,80517
EY,2018,12,88338,57385
1WQ,2019,10,2758,5813
IG,2018,7,17850,22199
27Q,2018,9,371462,1366
EV,2019,12,321607,550687
WL,2019,9,2042,257
VB,2019,1,25544,34803
GCH,2018,9,59,0
6R,2019,10,18914,0
WI,2019,10,63584,0
0Q,2018,4,17633,9
GFQ,2018,10,85749,0
OH,2018,4,291424,1177792
VB,2018,1,15075,22834
5Y,2018,2,535851,1002
VS,2019,7,228915,415634
LF,2019,2,110316,11239
Y4,2019,1,362873,288082
12Q,2018,6,30405,25
NQ,2018,4,7638,10578
PF,2018,5,33708,16228
CA,2018,9,160789,140978
SN,2018,4,15118,25845
GL,2018,11,166787,10791
LH,2018,12,505790,427326
OS,2019,6,67486,73055
B0,2019,2,7296,3399
LX,2019,10,103271,146995
RJ,2019,10,36484,22931
SN,2019,3,15118,14131
15Q,2018,1,39115,43
EY,2018,8,98197,100877
CA,2018,12,160789,138757
KO,2018,9,44737,729
I4,2018,1,336,1072
SV,2019,8,89997,41244
LJ,2019,6,7586,32635
1BQ,2019,1,33343,9990
4B,2019,1,17416,12550
BA,2018,12,435017,572898
7H,2019,3,16635,29914
4C,2019,5,6024,7042
ADB,2018,10,29398,0
CI,2018,2,192970,70341
ABX,2018,3,137361,0
X7,2019,12,7426,0
TS,2018,4,45154,30420
M7,2019,1,4136,0
CA,2018,10,160789,139874
VJT,2019,1,189898,168
17Q,2018,1,11674,2
1YQ,2018,2,1056,294
JQ,2018,1,21140,26094
JQ,2018,2,21140,18186
AA,2019,4,3110392,12583774
34Q,2018,6,67,2
YR,2018,4,2866,13236
GCH,2019,9,59,0
AM,2019,5,75981,205466
WS,2018,2,360337,497172
DI,2018,9,108496,162870
WST,2018,6,160,465
GFQ,2018,2,81915,0
WS,2019,3,455912,574019
SQ,2019,6,136059,77451
DY,2019,6,463296,328533
KL,2018,10,280321,187371
MT,2018,12,25328,16034
1HQ,2018,2,14876,16
CX,2018,11,216729,186726
P3,2018,1,49164,0
1UQ,2018,3,8626,20
DHQ,2018,1,6421,0
EV,2019,11,232805,515177
LH,2018,11,465711,446036
VS,2019,6,210963,393919
6R,2018,3,21932,0
1EQ,2018,1,13640,1304
DY,2019,11,189738,125244
VIQ,2018,6,16291,0
LF,2019,11,104272,18799
DE,2019,1,30691,12699
15Q,2018,6,64814,28
YV,2019,7,303522,1391577
NLQ,2018,8,9709,185
KH,2018,4,1702,0
VI,2019,5,474,7337
IG,2019,5,41822,27510
2O,2018,11,7995,1742
D8,2018,5,76260,48352
SY,2018,4,471628,255529
OR,2018,4,18304,5135
BX,2018,7,7168,7407
BA,2019,1,439725,529479
2AQ,2018,6,10988,16
WG,2019,10,4960,1693
QX,2019,10,92743,683815
8E,2019,7,63769,10128
VH,2019,12,2776,12005
OH,2018,10,271899,1192758
V8,2018,4,6388,914
04Q,2019,7,60909,6361
2LQ,2019,12,9893,1606
CV,2018,4,181603,0
1QQ,2019,4,90,2114
1YQ,2019,5,966,1471
I4,2019,11,428,278
KAH,2019,7,9816,9776
DE,2018,2,30536,8505
OS,2018,2,45782,18295
SK,2018,11,134444,88310
KD,2019,3,107496,0
WS,2019,1,422360,475991
TB,2018,5,23531,4321
C8,2018,7,19830,0
M6,2018,1,121063,0
KAQ,2018,7,260099,0
3M,2018,5,13270,67000
9K,2019,2,8830,27018
H6,2019,10,89115,24563
KD,2018,11,220108,0
AAT,2019,8,1278,1995
KL,2019,8,317652,209955
LH,2018,7,466657,618518
MP,2018,3,19532,0
09Q,2018,5,418859,97745
0WQ,2019,2,37497,120
TA,2019,9,65390,91281
WI,2019,5,57671,0
SN,2019,4,15118,27255
13Q,2018,5,80379,527
G4,2018,6,1151962,1409044
2O,2018,4,2958,301
1HQ,2018,11,19224,13
E7,2019,11,2552,0
KAH,2019,10,2897,5642
MS,2019,12,22916,20180
7C,2018,7,20984,73051
AZ,2018,5,74570,101051
C5,2019,1,56372,154119
J5,2019,8,12827,11778
MF,2019,12,42060,18800
5Y,2018,11,727685,1631
W8,2018,11,42639,0
2OQ,2019,5,1364,1481
8R,2018,7,53048,22443
NH,2019,3,155830,162996
AC,2018,1,222013,360461
AS,2019,10,1353718,2980599
TQQ,2019,12,7535,12602
Q5,2019,6,1547,92
K3,2019,1,3305,228
3U,2018,11,34076,6858
HX,2019,2,32650,29142
13Q,2018,8,80852,508
AF,2018,4,229929,286023
RJ,2019,11,25008,18292
SV,2019,11,69051,19436
Q6,2019,3,16992,13500
RV,2018,12,111863,329036
G4,2019,12,978443,1328793
WS,2018,6,221880,370783
3F,2019,4,1003,494
NC,2018,10,42969,0
FI,2018,1,96760,70969
1XQ,2018,5,11237,6
04Q,2019,11,48948,2895
CI,2019,10,195552,73160
22Q,2019,4,1106,60
KE,2018,1,425989,255296
VS,2018,2,177026,171788
SN,2018,9,15118,24543
NZ,2018,6,104714,92928
2JQ,2018,5,4352,13791
AR,2019,4,19376,36482
3E,2019,8,6982,6948
TA,2018,1,107512,98435
GL,2019,11,118402,9220
4O,2018,9,65276,153968
1PQ,2018,3,140,946
H6,2018,4,94564,26559
3F,2019,10,944,85
LR,2018,4,23754,18917
KD,2018,6,141919,0
D7,2018,11,8234,15578
VI,2018,5,440,6251
QX,2019,11,131788,652373
KAH,2018,5,8154,7212
1XQ,2018,9,10533,17
NQ,2018,9,7638,13343
13Q,2019,10,93568,548
4B,2018,2,17245,11988
PO,2019,3,189114,0
M6,2018,6,80160,0
AR,2018,11,23782,30312
SU,2019,6,51990,93659
DL,2018,3,4352067,13136010
V8,2018,10,11951,1393
8R,2018,6,53048,20104
27Q,2018,6,324627,1067
AN,2019,3,29757,2749
VW,2018,7,934,1386
CH,2019,12,995,0
HA,2019,3,224214,973523
LJ,2018,1,9238,33527
OJ,2018,4,16452,8166
X4,2019,4,738,484
KL,2018,11,219425,153797
XL,2019,2,5940,11008
WI,2019,9,79028,0
4C,2018,12,6024,9349
KAT,2018,8,2018,3050
VIQ,2019,6,23059,0
FI,2019,8,122010,156041
7S,2018,12,36032,56
GFQ,2019,8,42865,0
HBQ,2018,9,1063,861
SEB,2018,4,3724,21201
ET,2019,9,57444,32005
AMQ,2019,11,53957,446
JQ,2019,5,21140,19849
3U,2019,3,34076,20467
AZ,2019,6,83580,127993
VB,2019,10,16487,44855
JD,2019,5,3828,4278
S4,2018,7,31139,22185
2UQ,2018,8,14907,22
WI,2018,4,77724,0
HA,2019,1,246489,940989
SEB,2019,12,3860,23414
3SD,2019,7,1784,1524
8C,2019,5,90761,0
PO,2018,7,190377,0
FJ,2018,7,58078,24051
RV,2019,6,102588,213544
J5,2018,9,12446,7186
VB,2019,8,47982,52543
MF,2018,3,67624,20939
Y4,2018,4,385100,222687
BX,2018,1,3584,6152
4O,2019,8,69790,209051
3S,2018,5,47255,0
2GQ,2019,7,8401,0
UP,2019,4,10448,42054
Z3Q,2019,8,140,2039
SN,2018,10,15118,24226
12Q,2018,10,14986,10
KFQ,2019,9,14692,9
B0,2019,11,7296,5627
4W,2018,12,6753,1169
1WQ,2018,11,3422,4710
KV,2019,2,28431,140667
KD,2019,1,144582,0
E7,2019,9,2552,0
X4,2018,3,448,367
EI,2019,6,103658,236020
WS,2018,9,208652,345274
15Q,2018,5,58353,53
KQ,2019,12,14720,9734
TN,2019,3,19530,23447
5V,2018,1,40863,195
BA,2018,6,392165,714412
WN,2019,8,2626450,14178984
1TQ,2019,5,2035,0
2LQ,2019,10,10267,1650
LX,2019,1,98330,119927
YR,2019,9,4384,19609
E7,2018,6,2552,0
GV,2019,6,38238,15014
RJ,2019,4,36484,23332
VS,2019,4,220958,363220
DI,2018,11,111054,141235
17Q,2018,10,17121,9
KAH,2019,9,7249,7467
EY,2019,7,84463,71919
KS,2019,8,6681,16367
JU,2018,3,9022,4399
2AQ,2018,7,5811,22
9X,2018,2,5628,5129
4M,2019,1,8812,15036
6R,2018,8,24255,0
BR,2018,4,146192,157465
Y4,2018,5,334613,226907
G7,2019,1,208674,361049
KAH,2018,11,3422,3288
UA,2019,2,4636239,7711372
WN,2019,11,2559151,13358891
PFQ,2018,11,26343,0
AR,2018,8,19376,37561
DL,2018,4,4093002,12577705
RU,2018,12,101635,0
AF,2019,11,238735,293425
5Y,2018,7,532959,288
TK,2018,11,194770,152892
7S,2019,7,56996,398
2JQ,2018,4,5092,14067
3M,2019,4,12946,57259
38Q,2019,11,1666,2272
AMQ,2019,4,30768,441
3U,2019,5,34076,25998
12Q,2019,5,11438,4
PEQ,2018,5,1888,0
LS,2019,11,26686,2489
4O,2018,1,52924,161390
KAQ,2018,10,282927,0
9X,2018,1,7036,5661
Y8,2018,9,7057,0
QF,2019,7,158129,144704
ABX,2019,9,97153,0
R3,2018,8,3916,675
XP,2019,8,9877,2601
AM,2018,11,104414,244074
YV,2019,5,322211,1302265
VH,2019,2,4944,2627
X4,2018,6,1148,1291
PR,2019,12,99885,80241
RVQ,2019,10,326,6
0CQ,2019,7,29229,7
I4,2019,2,1676,1185
JJ,2019,6,82727,93307
38Q,2018,8,1588,4600
AC,2018,12,271739,445528
MF,2018,10,80594,20108
YX,2019,8,837487,1680699
D7,2018,10,8234,15450
GFQ,2018,1,70001,0
SE,2018,1,11359,2576
WL,2018,10,70177,4361
NEW,2018,11,68,2183
SEB,2019,6,3860,23561
8R,2019,1,19364,2931
1EQ,2018,12,22297,1215
MS,2018,3,11230,13752
LY,2019,5,129820,74323
ADB,2019,5,19631,0
IB,2019,8,158921,159993
X9,2018,10,23828,9555
JL,2018,11,270825,201136
YX,2018,8,669192,1642676
NEW,2019,4,68,1753
XP,2019,2,1838,0
GCH,2019,3,59,0
KQ,2018,12,14720,9960
EM,2018,5,14713,17555
XP,2019,7,3330,2863
9K,2018,12,9375,33513
M3,2019,5,49832,0
AMQ,2019,6,31634,265
AS,2018,10,1423567,2929537
1HQ,2018,9,3443,1
JD,2019,3,3828,4179
PO,2018,5,175086,0
7S,2019,10,48282,264
WL,2019,1,64504,6406
SVW,2018,7,10506,16
0J,2018,12,20936,18
2E,2018,6,498,2505
DE,2019,4,30846,16063
